id,code,profile
ОПК-4,Б1.В.ДВ.8.2,Логистика
ПК-7,Б1.В.ДВ.8.2,Логистика
ПК-15,Б1.В.ДВ.8.2,Логистика
ОПК-5,Б1.В.ДВ.9.1,Логистика
ПК-2,Б1.В.ДВ.9.1,Логистика
ПК-12,Б1.В.ДВ.9.1,Логистика
ПК-13,Б1.В.ДВ.9.1,Логистика
ПК-15,Б1.В.ДВ.9.1,Логистика
ОПК-5,Б1.В.ДВ.9.2,Логистика
ПК-15,Б1.В.ДВ.9.2,Логистика
ПК-13,Б1.В.ДВ.10.1,Логистика
ПК-15,Б1.В.ДВ.10.1,Логистика
ПК-1,Б1.В.ДВ.10.2,Логистика
ПК-7,Б1.В.ДВ.10.2,Логистика
ПК-15,Б1.В.ДВ.10.2,Логистика
ОК-6,Б1.В.ДВ.11.1,Логистика
ОПК-3,Б1.В.ДВ.11.1,Логистика
ОПК-4,Б1.В.ДВ.11.1,Логистика
ПК-15,Б1.В.ДВ.11.1,Логистика
ОК-6,Б1.В.ДВ.11.2,Логистика
ОПК-5,Б1.В.ДВ.11.2,Логистика
ПК-1,Б1.В.ДВ.12.1,Логистика
ПК-7,Б1.В.ДВ.12.1,Логистика
ПК-13,Б1.В.ДВ.12.1,Логистика
ПК-15,Б1.В.ДВ.12.1,Логистика
ПК-8,Б1.В.ДВ.12.2,Логистика
ПК-13,Б1.В.ДВ.12.2,Логистика
ПК-15,Б1.В.ДВ.12.2,Логистика
ПК-5,Б1.В.ДВ.13.1,Логистика
ПК-5,Б1.В.ДВ.13.2,Логистика
ПК-6,Б1.В.ДВ.13.2,Логистика
ПК-9,Б1.В.ДВ.13.2,Логистика
ПК-10,Б1.В.ДВ.13.2,Логистика
ПК-12,Б1.В.ДВ.13.2,Логистика
ОК-3,Б2.У.1,Логистика
ОК-4,Б2.У.1,Логистика
ОК-5,Б2.У.1,Логистика
ОК-6,Б2.У.1,Логистика
ОПК-1,Б2.У.1,Логистика
ПК-5,Б2.У.1,Логистика
ОК-4,Б2.П.1,Логистика
ОК-6,Б2.П.1,Логистика
ОПК-5,Б2.П.1,Логистика
ПК-2,Б2.П.1,Логистика
ПК-3,Б2.П.1,Логистика
ОК-4,Б2.П.2,Логистика
ОК-6,Б2.П.2,Логистика
ОПК-2,Б2.П.2,Логистика
ОПК-3,Б2.П.2,Логистика
ОПК-4,Б2.П.2,Логистика
ОПК-5,Б2.П.2,Логистика
ПК-2,Б2.П.2,Логистика
ПК-4,Б2.П.2,Логистика
ПК-5,Б2.П.2,Логистика
ПК-7,Б2.П.2,Логистика
ПК-13,Б2.П.2,Логистика
ПК-15,Б2.П.2,Логистика
ПК-11,Б2.П.3,Логистика
ПК-12,Б2.П.3,Логистика
ПК-15,Б2.П.3,Логистика
ОК-2,Б3,Логистика
ОК-3,Б3,Логистика
ОК-5,Б3,Логистика
ОК-6,Б3,Логистика
ОК-9,Б3,Логистика
ОПК-2,Б3,Логистика
ОПК-3,Б3,Логистика
ОПК-5,Б3,Логистика
ПК-2,Б3,Логистика
ПК-3,Б3,Логистика
ПК-8,Б3,Логистика
ПК-9,Б3,Логистика
ПК-10,Б3,Логистика
ПК-11,Б3,Логистика
ПК-12,Б3,Логистика
ПК-14,Б3,Логистика
ПК-15,Б3,Логистика
ОК-3,Б1.Б.1.1,Маркетинг
ОК-3,Б1.Б.1.2,Маркетинг
ОПК-1,Б1.Б.1.2,Маркетинг
ОК-3,Б1.Б.1.3,Маркетинг
ОПК-1,Б1.Б.1.3,Маркетинг
ОК-1,Б1.Б.2,Маркетинг
ОК-10,Б1.Б.2,Маркетинг
ОК-1,Б1.Б.3,Маркетинг
ОК-2,Б1.Б.4.1,Маркетинг
ОК-9,Б1.Б.4.1,Маркетинг
ОК-2,Б1.Б.4.2,Маркетинг
ОК-9,Б1.Б.4.2,Маркетинг
ПК-14,Б1.Б.4.2,Маркетинг
ОК-3,Б1.Б.5,Маркетинг
ОК-5,Б1.Б.5,Маркетинг
ОПК-1,Б1.Б.5,Маркетинг
ОК-9,Б1.Б.6,Маркетинг
ОПК-2,Б1.Б.6,Маркетинг
ОК-5,Б1.Б.7,Маркетинг
ОПК-1,Б1.Б.7,Маркетинг
ОПК-4,Б1.Б.7,Маркетинг
ПК-12,Б1.Б.7,Маркетинг
ПК-14,Б1.Б.7,Маркетинг
NA,Б1.Б.8,Маркетинг
ОК-7,Б1.Б.9,Маркетинг
ОК-8,Б1.Б.9,Маркетинг
ОК-10,Б1.Б.9,Маркетинг
ПК-3,Б1.Б.10,Маркетинг
ПК-8,Б1.Б.10,Маркетинг
ПК-9,Б1.Б.10,Маркетинг
ПК-10,Б1.Б.10,Маркетинг
ПК-12,Б1.Б.10,Маркетинг
ПК-15,Б1.Б.10,Маркетинг
ОК-2,Б1.Б.11,Маркетинг
ОПК-5,Б1.Б.11,Маркетинг
ПК-2,Б1.Б.11,Маркетинг
ПК-3,Б1.Б.11,Маркетинг
ПК-8,Б1.Б.11,Маркетинг
ПК-10,Б1.Б.11,Маркетинг
ПК-12,Б1.Б.11,Маркетинг
ОК-2,Б1.Б.12,Маркетинг
ОПК-4,Б1.Б.12,Маркетинг
ПК-12,Б1.Б.12,Маркетинг
ПК-14,Б1.Б.12,Маркетинг
ОК-2,Б1.Б.13,Маркетинг
ПК-7,Б1.Б.13,Маркетинг
ПК-13,Б1.Б.13,Маркетинг
ПК-15,Б1.Б.13,Маркетинг
ОК-2,Б1.Б.14,Маркетинг
ОК-6,Б1.Б.14,Маркетинг
ОПК-3,Б1.Б.14,Маркетинг
ОПК-4,Б1.Б.14,Маркетинг
ОПК-5,Б1.Б.14,Маркетинг
ПК-1,Б1.Б.14,Маркетинг
ПК-2,Б1.Б.14,Маркетинг
ПК-4,Б1.Б.14,Маркетинг
ПК-7,Б1.Б.14,Маркетинг
ПК-13,Б1.Б.14,Маркетинг
ОК-2,Б1.Б.15,Маркетинг
ОПК-3,Б1.Б.15,Маркетинг
ПК-2,Б1.Б.15,Маркетинг
ПК-7,Б1.Б.15,Маркетинг
ПК-13,Б1.Б.15,Маркетинг
ОК-6,Б1.Б.16,Маркетинг
ОПК-1,Б1.Б.16,Маркетинг
ОПК-3,Б1.Б.16,Маркетинг
ПК-1,Б1.Б.16,Маркетинг
ПК-2,Б1.Б.16,Маркетинг
ПК-4,Б1.Б.16,Маркетинг
ОПК-5,Б1.Б.17,Маркетинг
ОПК-5,Б1.Б.18,Маркетинг
ПК-2,Б1.Б.18,Маркетинг
ПК-10,Б1.Б.18,Маркетинг
ПК-13,Б1.Б.18,Маркетинг
ПК-14,Б1.Б.18,Маркетинг
ПК-15,Б1.Б.18,Маркетинг
ОК-5,Б1.Б.19,Маркетинг
ОК-6,Б1.Б.19,Маркетинг
ОПК-1,Б1.Б.19,Маркетинг
ОПК-3,Б1.Б.19,Маркетинг
ПК-1,Б1.Б.19,Маркетинг
ПК-3,Б1.Б.20,Маркетинг
ПК-9,Б1.Б.20,Маркетинг
ПК-11,Б1.Б.20,Маркетинг
ПК-12,Б1.Б.20,Маркетинг
ОПК-3,Б1.Б.21,Маркетинг
ОПК-5,Б1.Б.21,Маркетинг
ПК-1,Б1.Б.21,Маркетинг
ПК-2,Б1.Б.21,Маркетинг
ПК-5,Б1.Б.21,Маркетинг
ПК-7,Б1.Б.21,Маркетинг
ПК-8,Б1.Б.21,Маркетинг
ПК-9,Б1.Б.21,Маркетинг
ПК-12,Б1.Б.21,Маркетинг
ПК-13,Б1.Б.21,Маркетинг
ПК-14,Б1.Б.21,Маркетинг
ПК-15,Б1.Б.21,Маркетинг
ОПК-1,Б1.Б.22,Маркетинг
ОПК-4,Б1.Б.22,Маркетинг
ПК-3,Б1.Б.22,Маркетинг
ПК-10,Б1.Б.22,Маркетинг
ПК-11,Б1.Б.22,Маркетинг
ПК-12,Б1.Б.22,Маркетинг
ПК-14,Б1.Б.22,Маркетинг
ОК-7,Б1.Б.23,Маркетинг
ОК-4,Б1.В.ОД.1,Маркетинг
ПК-6,Б1.В.ОД.1,Маркетинг
ОК-5,Б1.В.ОД.2,Маркетинг
ОПК-3,Б1.В.ОД.2,Маркетинг
ОК-1,Б1.В.ОД.3,Маркетинг
ОК-6,Б1.В.ОД.3,Маркетинг
ОПК-3,Б1.В.ОД.3,Маркетинг
ПК-5,Б1.В.ОД.3,Маркетинг
ПК-13,Б1.В.ОД.3,Маркетинг
ОК-2,Б1.В.ОД.4,Маркетинг
ОК-9,Б1.В.ОД.4,Маркетинг
ПК-3,Б1.В.ОД.4,Маркетинг
ПК-6,Б1.В.ОД.4,Маркетинг
ПК-10,Б1.В.ОД.4,Маркетинг
ПК-12,Б1.В.ОД.4,Маркетинг
ПК-14,Б1.В.ОД.4,Маркетинг
ПК-9,Б1.В.ОД.5,Маркетинг
ПК-10,Б1.В.ОД.5,Маркетинг
ПК-11,Б1.В.ОД.5,Маркетинг
ОК-2,Б1.В.ОД.6,Маркетинг
ПК-11,Б1.В.ОД.6,Маркетинг
ПК-12,Б1.В.ОД.6,Маркетинг
ОПК-1,Б1.В.ОД.7,Маркетинг
ОПК-2,Б1.В.ОД.7,Маркетинг
ПК-10,Б1.В.ОД.7,Маркетинг
ПК-12,Б1.В.ОД.7,Маркетинг
ПК-15,Б1.В.ОД.7,Маркетинг
ОК-5,Б1.В.ОД.8,Маркетинг
ОПК-1,Б1.В.ОД.8,Маркетинг
ОПК-4,Б1.В.ОД.8,Маркетинг
ОК-9,Б1.В.ОД.9,Маркетинг
ОПК-2,Б1.В.ОД.9,Маркетинг
ПК-3,Б1.В.ОД.9,Маркетинг
ПК-10,Б1.В.ОД.9,Маркетинг
ОПК-4,Б1.В.ОД.10,Маркетинг
ПК-2,Б1.В.ОД.10,Маркетинг
ПК-3,Б1.В.ОД.10,Маркетинг
ПК-8,Б1.В.ОД.10,Маркетинг
ПК-9,Б1.В.ОД.10,Маркетинг
ОК-2,Б1.В.ОД.11,Маркетинг
ОПК-1,Б1.В.ОД.11,Маркетинг
ПК-3,Б1.В.ОД.11,Маркетинг
ПК-8,Б1.В.ОД.11,Маркетинг
ПК-10,Б1.В.ОД.11,Маркетинг
ПК-14,Б1.В.ОД.11,Маркетинг
ОК-2,Б1.В.ОД.12,Маркетинг
ОПК-3,Б1.В.ОД.12,Маркетинг
ПК-3,Б1.В.ОД.12,Маркетинг
ПК-7,Б1.В.ОД.12,Маркетинг
ОК-5,Б1.В.ОД.13,Маркетинг
ОПК-1,Б1.В.ОД.13,Маркетинг
ОПК-3,Б1.В.ОД.13,Маркетинг
ОПК-5,Б1.В.ОД.13,Маркетинг
ПК-3,Б1.В.ОД.13,Маркетинг
ПК-11,Б1.В.ОД.13,Маркетинг
ПК-9,Б1.В.ОД.14,Маркетинг
ПК-9,Б1.В.ОД.15,Маркетинг
ПК-10,Б1.В.ОД.15,Маркетинг
ПК-11,Б1.В.ОД.15,Маркетинг
ПК-12,Б1.В.ОД.15,Маркетинг
ОПК-5,Б1.В.ОД.16.1,Маркетинг
ПК-1,Б1.В.ОД.16.1,Маркетинг
ПК-4,Б1.В.ОД.16.1,Маркетинг
ОПК-5,Б1.В.ОД.16.2,Маркетинг
ПК-1,Б1.В.ОД.16.2,Маркетинг
ПК-4,Б1.В.ОД.16.2,Маркетинг
ОПК-5,Б1.В.ОД.16.3,Маркетинг
ПК-1,Б1.В.ОД.16.3,Маркетинг
ПК-4,Б1.В.ОД.16.3,Маркетинг
ПК-3,Б1.В.ОД.17,Маркетинг
ПК-8,Б1.В.ОД.17,Маркетинг
ПК-9,Б1.В.ОД.17,Маркетинг
ОК-4,Б1.В.ОД.18,Маркетинг
ПК-3,Б1.В.ОД.18,Маркетинг
ПК-6,Б1.В.ОД.18,Маркетинг
ПК-8,Б1.В.ОД.18,Маркетинг
ПК-9,Б1.В.ОД.18,Маркетинг
ПК-10,Б1.В.ОД.18,Маркетинг
ОК-6,Б1.В.ОД.19,Маркетинг
ОПК-3,Б1.В.ОД.19,Маркетинг
ПК-6,Б1.В.ОД.19,Маркетинг
ОПК-3,Б1.В.ОД.20,Маркетинг
ПК-2,Б1.В.ОД.21,Маркетинг
ПК-3,Б1.В.ОД.21,Маркетинг
ПК-10,Б1.В.ОД.21,Маркетинг
ОК-8,NA,Маркетинг
ОК-1,Б1.В.ДВ.1.1,Маркетинг
ОК-10,Б1.В.ДВ.1.1,Маркетинг
ОК-1,Б1.В.ДВ.1.2,Маркетинг
ОК-10,Б1.В.ДВ.1.2,Маркетинг
ОК-4,Б1.В.ДВ.2.1,Маркетинг
ОК-5,Б1.В.ДВ.2.1,Маркетинг
ПК-6,Б1.В.ДВ.2.1,Маркетинг
ОК-3,Б1.В.ДВ.2.2,Маркетинг
ОК-4,Б1.В.ДВ.2.2,Маркетинг
ОК-3,Б1.В.ДВ.3.1,Маркетинг
ОК-4,Б1.В.ДВ.3.1,Маркетинг
ПК-5,Б1.В.ДВ.3.1,Маркетинг
ПК-6,Б1.В.ДВ.3.1,Маркетинг
ОК-4,Б1.В.ДВ.3.2,Маркетинг
ОК-10,Б1.В.ДВ.3.2,Маркетинг
ОПК-2,Б1.В.ДВ.4.1,Маркетинг
ПК-3,Б1.В.ДВ.4.1,Маркетинг
ПК-10,Б1.В.ДВ.4.1,Маркетинг
ПК-14,Б1.В.ДВ.4.1,Маркетинг
ОПК-2,Б1.В.ДВ.4.2,Маркетинг
ПК-11,Б1.В.ДВ.4.2,Маркетинг
ПК-14,Б1.В.ДВ.4.2,Маркетинг
ОПК-5,Б1.В.ДВ.5.1,Маркетинг
ПК-1,Б1.В.ДВ.5.1,Маркетинг
ПК-4,Б1.В.ДВ.5.1,Маркетинг
ПК-7,Б1.В.ДВ.5.1,Маркетинг
ОПК-5,Б1.В.ДВ.5.2,Маркетинг
ПК-1,Б1.В.ДВ.5.2,Маркетинг
ПК-4,Б1.В.ДВ.5.2,Маркетинг
ПК-7,Б1.В.ДВ.5.2,Маркетинг
ОПК-2,Б1.В.ДВ.6.1,Маркетинг
ПК-4,Б1.В.ДВ.6.1,Маркетинг
ОПК-5,Б1.В.ДВ.6.2,Маркетинг
ОК-3,Б1.В.ДВ.7.1,Маркетинг
ОК-6,Б1.В.ДВ.7.1,Маркетинг
ОПК-3,Б1.В.ДВ.7.1,Маркетинг
ПК-2,Б1.В.ДВ.7.1,Маркетинг
ПК-5,Б1.В.ДВ.7.1,Маркетинг
ПК-8,Б1.В.ДВ.7.1,Маркетинг
ПК-2,Б1.В.ДВ.7.2,Маркетинг
ПК-5,Б1.В.ДВ.7.2,Маркетинг
ПК-6,Б1.В.ДВ.7.2,Маркетинг
ПК-13,Б1.В.ДВ.7.2,Маркетинг
ПК-3,Б1.В.ДВ.8.1,Маркетинг
ПК-6,Б1.В.ДВ.8.2,Маркетинг
ПК-13,Б1.В.ДВ.8.2,Маркетинг
ОПК-4,Б1.В.ДВ.9.1,Маркетинг
ОПК-5,Б1.В.ДВ.9.1,Маркетинг
ПК-1,Б1.В.ДВ.9.1,Маркетинг
ПК-4,Б1.В.ДВ.9.1,Маркетинг
ОПК-4,Б1.В.ДВ.9.2,Маркетинг
ОПК-5,Б1.В.ДВ.9.2,Маркетинг
ПК-1,Б1.В.ДВ.9.2,Маркетинг
ПК-4,Б1.В.ДВ.9.2,Маркетинг
ПК-9,Б1.В.ДВ.10.1,Маркетинг
ПК-10,Б1.В.ДВ.10.1,Маркетинг
ПК-11,Б1.В.ДВ.10.1,Маркетинг
ПК-2,Б1.В.ДВ.10.2,Маркетинг
ПК-3,Б1.В.ДВ.10.2,Маркетинг
ПК-8,Б1.В.ДВ.10.2,Маркетинг
ПК-13,Б1.В.ДВ.11.1,Маркетинг
ПК-3,Б1.В.ДВ.11.2,Маркетинг
ПК-9,Б1.В.ДВ.11.2,Маркетинг
ПК-10,Б1.В.ДВ.11.2,Маркетинг
ПК-11,Б1.В.ДВ.11.2,Маркетинг
NA,Б1.В.ДВ.12.1,Маркетинг
ОПК-3,Б1.В.ДВ.12.2,Маркетинг
ОПК-5,Б1.В.ДВ.12.2,Маркетинг
ОК-3,Б1.В.ДВ.13.1,Маркетинг
ОК-4,Б1.В.ДВ.13.1,Маркетинг
ОК-5,Б1.В.ДВ.13.1,Маркетинг
ПК-6,Б1.В.ДВ.13.1,Маркетинг
ПК-3,Б1.В.ДВ.13.2,Маркетинг
ПК-6,Б1.В.ДВ.13.2,Маркетинг
ПК-9,Б1.В.ДВ.13.2,Маркетинг
ПК-10,Б1.В.ДВ.13.2,Маркетинг
ПК-12,Б1.В.ДВ.13.2,Маркетинг
ОК-3,Б2.У.1,Маркетинг
ОК-4,Б2.У.1,Маркетинг
ОК-5,Б2.У.1,Маркетинг
ОК-6,Б2.У.1,Маркетинг
ОПК-1,Б2.У.1,Маркетинг
ОК-4,Б2.П.1,Маркетинг
ОК-6,Б2.П.1,Маркетинг
ОПК-5,Б2.П.1,Маркетинг
ПК-3,Б2.П.1,Маркетинг
ОК-4,Б2.П.2,Маркетинг
ОК-6,Б2.П.2,Маркетинг
ОПК-2,Б2.П.2,Маркетинг
ОПК-3,Б2.П.2,Маркетинг
ОПК-4,Б2.П.2,Маркетинг
ОПК-5,Б2.П.2,Маркетинг
ПК-2,Б2.П.2,Маркетинг
ПК-4,Б2.П.2,Маркетинг
ПК-5,Б2.П.2,Маркетинг
ПК-7,Б2.П.2,Маркетинг
ПК-13,Б2.П.2,Маркетинг
ПК-15,Б2.П.2,Маркетинг
ОК-4,Б2.П.3,Маркетинг
ОК-6,Б2.П.3,Маркетинг
ПК-3,Б2.П.3,Маркетинг
ПК-8,Б2.П.3,Маркетинг
ПК-10,Б2.П.3,Маркетинг
ПК-11,Б2.П.3,Маркетинг
ПК-13,Б2.П.3,Маркетинг
ПК-14,Б2.П.3,Маркетинг
ОК-2,Б3,Маркетинг
ОК-3,Б3,Маркетинг
ОК-5,Б3,Маркетинг
ОК-9,Б3,Маркетинг
ОПК-2,Б3,Маркетинг
ОПК-5,Б3,Маркетинг
ПК-2,Б3,Маркетинг
ПК-3,Б3,Маркетинг
ПК-8,Б3,Маркетинг
ПК-10,Б3,Маркетинг
ПК-11,Б3,Маркетинг
ПК-12,Б3,Маркетинг
ПК-14,Б3,Маркетинг
